O1_adsorb_site,O2_adsorb_site,slab,E_OCHO*,G_OCHO*,E_CO2,G_CO2,EH2,G_H2,deta_E_OCHO*,ZPE_OCHO,CpOCHO,TsOCHO,Correction_COOH*,deta_G_OCHO,sol,final,Nearest_Atom
11_La_12,4_La_13,-465.24078,-493.35361,-492.86361,-22.51,-22.76,-7.04,-7.03,-2.08283,0.62,0.11,-0.24,0.49,-1.44783,-0.1,-1.44783,La
11_La_12,5_Bi_62,-465.24078,-492.95925,-492.46925,-22.51,-22.76,-7.04,-7.03,-1.68847,0.62,0.11,-0.24,0.49,-1.05347,-0.1,-1.05347,La
11_La_12,6_Ni_39,-465.24078,-492.66575,-492.17575,-22.51,-22.76,-7.04,-7.03,-1.39497,0.62,0.11,-0.24,0.49,-0.75997,-0.1,-0.75997,Ni
11_La_12,7_Bi_55,-465.24078,-492.93245,-492.44245,-22.51,-22.76,-7.04,-7.03,-1.66167,0.62,0.11,-0.24,0.49,-1.02667,-0.1,-1.02667,La
12_La_13,1_Bi_62,-465.24078,-493.36249,-492.87249,-22.51,-22.76,-7.04,-7.03,-2.09171,0.62,0.11,-0.24,0.49,-1.45671,-0.1,-1.45671,La
12_La_13,2_Bi_67,-465.24078,-492.94177,-492.45177,-22.51,-22.76,-7.04,-7.03,-1.67099,0.62,0.11,-0.24,0.49,-1.03599,-0.1,-1.03599,La
12_La_13,3_Bi_55,-465.24078,-492.5889,-492.0989,-22.51,-22.76,-7.04,-7.03,-1.31812,0.62,0.11,-0.24,0.49,-0.68312,-0.1,-0.68312,La
12_La_13,4_Sn_47,-465.24078,-492.60832,-492.11832,-22.51,-22.76,-7.04,-7.03,-1.33754,0.62,0.11,-0.24,0.49,-0.70254,-0.1,-0.70254,La
12_La_13,5_Bi_64,-465.24078,-492.67181,-492.18181,-22.51,-22.76,-7.04,-7.03,-1.40103,0.62,0.11,-0.24,0.49,-0.76603,-0.1,-0.76603,La
13_Co_22,1_Bi_61,-465.24078,-493.16795,-492.67795,-22.51,-22.76,-7.04,-7.03,-1.89717,0.62,0.11,-0.24,0.49,-1.26217,-0.1,-1.26217,Co
13_Co_22,2_Sn_52,-465.24078,-492.29258,-491.80258,-22.51,-22.76,-7.04,-7.03,-1.0218,0.62,0.11,-0.24,0.49,-0.3868,-0.1,-0.3868,Co
13_Co_22,3_Co_24,-465.24078,-492.8155,-492.3255,-22.51,-22.76,-7.04,-7.03,-1.54472,0.62,0.11,-0.24,0.49,-0.90972,-0.1,-0.90972,Co
13_Co_22,5_Bi_54,-465.24078,-493.17863,-492.68863,-22.51,-22.76,-7.04,-7.03,-1.90785,0.62,0.11,-0.24,0.49,-1.27285,-0.1,-1.27285,Co
14_Co_24,2_Sn_52,-465.24078,-492.75937,-492.26937,-22.51,-22.76,-7.04,-7.03,-1.48859,0.62,0.11,-0.24,0.49,-0.85359,-0.1,-0.85359,Co
14_Co_24,3_Bi_60,-465.24078,-493.09099,-492.60099,-22.51,-22.76,-7.04,-7.03,-1.82021,0.62,0.11,-0.24,0.49,-1.18521,-0.1,-1.18521,Co
14_Co_24,4_Bi_54,-465.24078,-493.08613,-492.59613,-22.51,-22.76,-7.04,-7.03,-1.81535,0.62,0.11,-0.24,0.49,-1.18035,-0.1,-1.18035,Co
15_Ni_38,1_Bi_56,-465.24078,-492.40975,-491.91975,-22.51,-22.76,-7.04,-7.03,-1.13897,0.62,0.11,-0.24,0.49,-0.50397,-0.1,-0.50397,Ni
15_Ni_38,2_Bi_55,-465.24078,-492.38664,-491.89664,-22.51,-22.76,-7.04,-7.03,-1.11586,0.62,0.11,-0.24,0.49,-0.48086,-0.1,-0.48086,Ni
15_Ni_38,3_Sn_41,-465.24078,-492.60857,-492.11857,-22.51,-22.76,-7.04,-7.03,-1.33779,0.62,0.11,-0.24,0.49,-0.70279,-0.1,-0.70279,La
15_Ni_38,4_Bi_64,-465.24078,-492.65528,-492.16528,-22.51,-22.76,-7.04,-7.03,-1.3845,0.62,0.11,-0.24,0.49,-0.7495,-0.1,-0.7495,La
16_Ni_39,1_Bi_61,-465.24078,-493.64941,-493.15941,-22.51,-22.76,-7.04,-7.03,-2.37863,0.62,0.11,-0.24,0.49,-1.74363,-0.1,-1.74363,Ni
16_Ni_39,2_Bi_62,-465.24078,-493.72026,-493.23026,-22.51,-22.76,-7.04,-7.03,-2.44948,0.62,0.11,-0.24,0.49,-1.81448,-0.1,-1.81448,La
17_Sn_40,1_Bi_58,-465.24078,-492.81591,-492.32591,-22.51,-22.76,-7.04,-7.03,-1.54513,0.62,0.11,-0.24,0.49,-0.91013,-0.1,-0.91013,La
17_Sn_40,2_Sn_44,-465.24078,-491.45038,-490.96038,-22.51,-22.76,-7.04,-7.03,-0.1796,0.62,0.11,-0.24,0.49,0.4554,-0.1,0.4554,Sn
17_Sn_40,3_Sn_43,-465.24078,-492.6362,-492.1462,-22.51,-22.76,-7.04,-7.03,-1.36542,0.62,0.11,-0.24,0.49,-0.73042,-0.1,-0.73042,Sn
18_Sn_41,1_Bi_56,-465.24078,-491.71487,-491.22487,-22.51,-22.76,-7.04,-7.03,-0.44409,0.62,0.11,-0.24,0.49,0.19091,-0.1,0.19091,Sn
18_Sn_41,2_Bi_60,-465.24078,-491.71305,-491.22305,-22.51,-22.76,-7.04,-7.03,-0.44227,0.62,0.11,-0.24,0.49,0.19273,-0.1,0.19273,Sn
18_Sn_41,3_Bi_58,-465.24078,-492.68557,-492.19557,-22.51,-22.76,-7.04,-7.03,-1.41479,0.62,0.11,-0.24,0.49,-0.77979,-0.1,-0.77979,Sn
19_Sn_43,1_Bi_54,-465.24078,-492.46001,-491.97001,-22.51,-22.76,-7.04,-7.03,-1.18923,0.62,0.11,-0.24,0.49,-0.55423,-0.1,-0.55423,La
19_Sn_43,2_Sn_53,-465.24078,-491.97109,-491.48109,-22.51,-22.76,-7.04,-7.03,-0.70031,0.62,0.11,-0.24,0.49,-0.06531,-0.1,-0.06531,Sn
20_Sn_44,1_Bi_58,-465.24078,-492.59352,-492.10352,-22.51,-22.76,-7.04,-7.03,-1.32274,0.62,0.11,-0.24,0.49,-0.68774,-0.1,-0.68774,La
20_Sn_44,2_Sn_48,-465.24078,-492.94225,-492.45225,-22.51,-22.76,-7.04,-7.03,-1.67147,0.62,0.11,-0.24,0.49,-1.03647,-0.1,-1.03647,La
21_Sn_45,1_Bi_63,-465.24078,-492.75919,-492.26919,-22.51,-22.76,-7.04,-7.03,-1.48841,0.62,0.11,-0.24,0.49,-0.85341,-0.1,-0.85341,La
21_Sn_45,2_Bi_65,-465.24078,-491.70431,-491.21431,-22.51,-22.76,-7.04,-7.03,-0.43353,0.62,0.11,-0.24,0.49,0.20147,-0.1,0.20147,Sn
22_Sn_47,1_Bi_67,-465.24078,-494.07898,-493.58898,-22.51,-22.76,-7.04,-7.03,-2.8082,0.62,0.11,-0.24,0.49,-2.1732,-0.1,-2.1732,La
23_Sn_48,1_Bi_59,-465.24078,-491.55978,-491.06978,-22.51,-22.76,-7.04,-7.03,-0.289,0.62,0.11,-0.24,0.49,0.346,-0.1,0.346,Sn
23_Sn_48,2_Bi_57,-465.24078,-492.30894,-491.81894,-22.51,-22.76,-7.04,-7.03,-1.03816,0.62,0.11,-0.24,0.49,-0.40316,-0.1,-0.40316,Sn
24_Sn_50,1_Sn_51,-465.24078,-491.67663,-491.18663,-22.51,-22.76,-7.04,-7.03,-0.40585,0.62,0.11,-0.24,0.49,0.22915,-0.1,0.22915,Sn
24_Sn_50,2_Bi_66,-465.24078,-491.52951,-491.03951,-22.51,-22.76,-7.04,-7.03,-0.25873,0.62,0.11,-0.24,0.49,0.37627,-0.1,0.37627,Sn
25_Sn_51,1_Sn_53,-465.24078,-491.88675,-491.39675,-22.51,-22.76,-7.04,-7.03,-0.61597,0.62,0.11,-0.24,0.49,0.01903,-0.1,0.01903,Sn
25_Sn_51,2_Bi_66,-465.24078,-491.67655,-491.18655,-22.51,-22.76,-7.04,-7.03,-0.40577,0.62,0.11,-0.24,0.49,0.22923,-0.1,0.22923,Sn
26_Sn_52,1_Bi_56,-465.24078,-492.53011,-492.04011,-22.51,-22.76,-7.04,-7.03,-1.25933,0.62,0.11,-0.24,0.49,-0.62433,-0.1,-0.62433,La
26_Sn_52,2_Bi_61,-465.24078,-492.55779,-492.06779,-22.51,-22.76,-7.04,-7.03,-1.28701,0.62,0.11,-0.24,0.49,-0.65201,-0.1,-0.65201,La
26_Sn_52,3_Bi_60,-465.24078,-491.30096,-490.81096,-22.51,-22.76,-7.04,-7.03,-0.03018,0.62,0.11,-0.24,0.49,0.60482,-0.1,0.60482,Bi
27_Sn_53,1_Bi_63,-465.24078,-491.94984,-491.45984,-22.51,-22.76,-7.04,-7.03,-0.67906,0.62,0.11,-0.24,0.49,-0.04406,-0.1,-0.04406,Sn
29_Bi_55,1_Bi_56,-465.24078,-492.63328,-492.14328,-22.51,-22.76,-7.04,-7.03,-1.3625,0.62,0.11,-0.24,0.49,-0.7275,-0.1,-0.7275,La
29_Bi_55,2_Bi_64,-465.24078,-492.93347,-492.44347,-22.51,-22.76,-7.04,-7.03,-1.66269,0.62,0.11,-0.24,0.49,-1.02769,-0.1,-1.02769,La
30_Bi_56,1_Bi_60,-465.24078,-491.52306,-491.03306,-22.51,-22.76,-7.04,-7.03,-0.25228,0.62,0.11,-0.24,0.49,0.38272,-0.1,0.38272,Bi
31_Bi_57,1_Bi_59,-465.24078,-492.57062,-492.08062,-22.51,-22.76,-7.04,-7.03,-1.29984,0.62,0.11,-0.24,0.49,-0.66484,-0.1,-0.66484,La
31_Bi_57,2_Bi_66,-465.24078,-492.69093,-492.20093,-22.51,-22.76,-7.04,-7.03,-1.42015,0.62,0.11,-0.24,0.49,-0.78515,-0.1,-0.78515,La
32_Bi_58,1_Bi_60,-465.24078,-492.4454,-491.9554,-22.51,-22.76,-7.04,-7.03,-1.17462,0.62,0.11,-0.24,0.49,-0.53962,-0.1,-0.53962,La
33_Bi_59,1_Bi_64,-465.24078,-492.91115,-492.42115,-22.51,-22.76,-7.04,-7.03,-1.64037,0.62,0.11,-0.24,0.49,-1.00537,-0.1,-1.00537,La
36_Bi_62,1_Bi_67,-465.24078,-493.79061,-493.30061,-22.51,-22.76,-7.04,-7.03,-2.51983,0.62,0.11,-0.24,0.49,-1.88483,-0.1,-1.88483,La
